rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
2930,alliance,n,26718,26.91,0.42,0.01,13412,0.94,2300,3084,1812,2779,968,3816,5591,6368,18.51,23.98,14.15,22.03,8.18,30.26,45.92,53.16
2931,possess,v,26713,26.90,0.02,0.00,17948,0.95,3012,4940,2007,711,3595,3218,1922,7308,24.24,38.41,15.67,5.64,30.38,25.52,15.79,61.01
2932,empire,n,26692,26.88,0.45,0.01,12848,0.95,3879,5208,2219,1644,1937,4559,2772,4474,31.22,40.49,17.33,13.03,16.37,36.16,22.77,37.35
2933,curious,j,26666,26.85,0.08,0.01,20191,0.97,4530,3754,3341,3456,5240,2826,1873,1646,36.46,29.19,26.09,27.40,44.29,22.41,15.38,13.74
2934,corn,n,26609,26.80,0.12,0.01,10893,0.95,2649,2798,2257,1651,3151,6438,5012,2653,21.32,21.76,17.62,13.09,26.63,51.06,41.17,22.15
2935,neither,d,26586,26.77,0.38,0.00,21793,0.98,4119,4045,2818,1967,4779,3017,2950,2891,33.15,31.45,22.00,15.59,40.39,23.93,24.23,24.13
2936,calculate,v,26570,26.76,0.03,0.00,15704,0.91,2924,4637,677,955,1631,3491,1947,10308,23.53,36.05,5.29,7.57,13.78,27.69,15.99,86.05
2937,hurry,v,26561,26.75,0.35,0.02,15464,0.90,558,1001,12650,744,9605,1026,693,284,4.49,7.78,98.77,5.90,81.18,8.14,5.69,2.37
2938,testimony,n,26542,26.73,0.03,0.00,13215,0.92,2137,3431,2033,7690,936,2533,4419,3363,17.20,26.68,15.87,60.97,7.91,20.09,36.30,28.07
2939,elementary,j,26542,26.73,0.31,0.01,12506,0.89,1995,2470,587,1363,980,1880,6618,10649,16.06,19.20,4.58,10.81,8.28,14.91,54.36,88.90
2940,transfer,n,26541,26.73,0.06,0.00,12900,0.92,2748,4438,1559,1206,1118,2756,3469,9247,22.12,34.51,12.17,9.56,9.45,21.86,28.49,77.19
2941,stake,n,26539,26.73,0.05,0.01,19098,0.97,3000,2761,2306,3860,1807,4510,5362,2933,24.14,21.47,18.01,30.60,15.27,35.77,44.04,24.48
2942,precisely,r,26538,26.72,0.07,0.00,19108,0.95,3602,3704,1389,2191,2974,4150,1755,6773,28.99,28.80,10.85,17.37,25.13,32.91,14.42,56.54
2943,bite,v,26532,26.72,0.06,0.01,18272,0.95,2880,2997,5747,1866,8027,2762,1664,589,23.18,23.30,44.87,14.79,67.84,21.90,13.67,4.92
2944,given,j,26528,26.71,0.01,0.00,18544,0.93,4514,5005,537,1596,1086,3389,1941,8460,36.33,38.92,4.19,12.65,9.18,26.88,15.94,70.62
2945,substantial,j,26521,26.71,0.02,0.00,18610,0.93,3031,3890,430,2118,1006,3535,3035,9476,24.39,30.25,3.36,16.79,8.50,28.04,24.93,79.10
2946,depending,i,26517,26.70,0.17,0.00,21696,0.96,4553,5058,760,1944,1194,4817,3279,4912,36.64,39.33,5.93,15.41,10.09,38.20,26.93,41.00
2947,glance,v,26481,26.67,0.03,0.00,12434,0.78,586,1220,206,146,22194,1217,614,298,4.72,9.49,1.61,1.16,187.57,9.65,5.04,2.49
2948,tissue,n,26475,26.66,0.03,0.00,11283,0.92,1666,2966,1988,1448,2536,6001,1551,8319,13.41,23.06,15.52,11.48,21.43,47.59,12.74,69.45
2949,concentration,n,26470,26.66,0.03,0.00,12533,0.89,2312,3879,745,1023,1849,3663,1736,11263,18.61,30.16,5.82,8.11,15.63,29.05,14.26,94.02
2950,developer,n,26466,26.65,0.08,0.00,11694,0.92,6826,5382,288,724,366,3676,6727,2477,54.94,41.85,2.25,5.74,3.09,29.15,55.26,20.68
2951,found,v,26466,26.65,0.11,0.00,19563,0.94,3320,4301,563,1634,714,6033,5771,4130,26.72,33.44,4.40,12.95,6.03,47.85,47.40,34.48
2952,ballot,n,26460,26.65,0.02,0.00,10054,0.87,6662,5231,434,4955,171,1961,6259,787,53.62,40.67,3.39,39.28,1.45,15.55,51.41,6.57
2953,consume,v,26453,26.64,0.02,0.00,17812,0.96,4851,4774,1142,1527,2138,5386,2448,4187,39.04,37.12,8.92,12.11,18.07,42.72,20.11,34.95
2954,overcome,v,26449,26.63,0.04,0.00,20185,0.96,3930,4293,991,2438,1820,3633,3589,5755,31.63,33.38,7.74,19.33,15.38,28.81,29.48,48.04
2955,biological,j,26435,26.62,0.10,0.00,12404,0.93,2416,3765,1165,2830,971,4461,1859,8968,19.44,29.27,9.10,22.44,8.21,35.38,15.27,74.86
2956,chamber,n,26416,26.60,0.27,0.01,14025,0.96,2189,3132,2323,1986,4898,3118,5475,3295,17.62,24.35,18.14,15.74,41.40,24.73,44.97,27.51
2957,similarly,r,26400,26.59,0.57,0.00,18684,0.90,3036,4033,67,504,649,3917,2212,11982,24.43,31.36,0.52,4.00,5.49,31.06,18.17,100.02
2958,stick,n,26373,26.56,0.08,0.01,16408,0.96,2804,2618,3921,1596,6396,4918,2722,1398,22.57,20.36,30.61,12.65,54.06,39.00,22.36,11.67
2959,dare,v,26363,26.55,0.08,0.02,18775,0.97,3494,3227,6163,1723,6565,2394,1684,1113,28.12,25.09,48.12,13.66,55.48,18.99,13.83,9.29
2960,developing,j,26334,26.52,0.06,0.00,15707,0.91,2830,3707,246,1496,331,4545,2462,10717,22.78,28.82,1.92,11.86,2.80,36.05,20.22,89.46
2961,tiger,n,26334,26.52,0.72,0.02,9952,0.92,2701,2292,2503,2942,2044,4607,8090,1155,21.74,17.82,19.54,23.32,17.27,36.54,66.45,9.64
2962,ratio,n,26305,26.49,0.05,0.01,11435,0.88,3084,4539,369,501,301,4180,2000,11331,24.82,35.29,2.88,3.97,2.54,33.15,16.43,94.59
2963,lover,n,26282,26.47,0.09,0.01,16813,0.97,2508,3581,4063,1818,6122,3342,2787,2061,20.18,27.84,31.72,14.41,51.74,26.50,22.89,17.21
2964,expansion,n,26265,26.45,0.04,0.00,15329,0.93,3568,3625,361,1307,380,4305,5420,7299,28.72,28.19,2.82,10.36,3.21,34.14,44.52,60.93
2965,encounter,v,26259,26.44,0.01,0.00,19857,0.95,3259,3944,941,1351,2500,4733,2680,6851,26.23,30.67,7.35,10.71,21.13,37.54,22.01,57.19
2966,occasionally,r,26250,26.43,0.14,0.00,20915,0.95,3103,3371,785,1373,4123,6425,3880,3190,24.97,26.21,6.13,10.89,34.85,50.96,31.87,26.63
2967,unemployment,n,26248,26.43,0.08,0.00,12524,0.93,5767,5297,359,4869,293,2578,4190,2895,46.41,41.19,2.80,38.60,2.48,20.45,34.42,24.17
2968,pet,n,26240,26.42,0.15,0.04,12870,0.96,4043,4519,2852,2356,3050,4590,3521,1309,32.54,35.14,22.27,18.68,25.78,36.40,28.92,10.93
2969,awful,j,26206,26.39,0.04,0.01,19461,0.97,4115,2978,5521,4701,4961,1892,1636,402,33.12,23.15,43.11,37.27,41.93,15.01,13.44,3.36
2970,laboratory,n,26198,26.38,0.35,0.01,13791,0.91,1423,2841,824,1729,1201,5462,2792,9926,11.45,22.09,6.43,13.71,10.15,43.32,22.93,82.86
2971,administrator,n,26195,26.38,0.12,0.00,13381,0.90,2298,2833,278,1461,699,2602,5033,10991,18.49,22.03,2.17,11.58,5.91,20.64,41.34,91.75
2972,wind,v,26183,26.37,0.03,0.00,20975,0.97,2840,2659,2778,3228,5055,4529,4083,1011,22.86,20.67,21.69,25.59,42.72,35.92,33.54,8.44
2973,quarterback,n,26181,26.36,0.02,0.00,9182,0.87,3580,3267,743,865,335,3353,13947,91,28.81,25.40,5.80,6.86,2.83,26.59,114.56,0.76
2974,rocket,n,26167,26.35,0.26,0.01,10254,0.94,4540,3518,2245,2528,2319,4398,5772,847,36.54,27.35,17.53,20.04,19.60,34.88,47.41,7.07
2975,preparation,n,26152,26.34,0.09,0.01,16734,0.93,2386,3296,718,1688,1578,3198,3870,9418,19.20,25.63,5.61,13.38,13.34,25.36,31.79,78.62
2976,relative,n,26146,26.33,0.03,0.00,17832,0.97,2457,2906,1629,2904,3142,4031,5195,3882,19.77,22.59,12.72,23.02,26.55,31.97,42.67,32.41
2977,confident,j,26144,26.33,0.02,0.00,20896,0.97,3842,3416,1739,4428,2465,3774,3962,2518,30.92,26.56,13.58,35.11,20.83,29.93,32.54,21.02
2978,strategic,j,26103,26.29,0.16,0.01,14114,0.93,3198,3435,459,2753,422,3614,3502,8720,25.74,26.71,3.58,21.83,3.57,28.66,28.77,72.79
2979,marine,j,26088,26.27,0.59,0.01,10743,0.95,2058,3261,1743,3215,1330,5079,4486,4916,16.56,25.36,13.61,25.49,11.24,40.28,36.85,41.04
2980,quote,n,26087,26.27,0.06,0.01,15370,0.91,6510,7340,837,4999,641,2942,1506,1312,52.39,57.07,6.54,39.63,5.42,23.33,12.37,10.95
2981,publisher,n,26079,26.26,0.18,0.01,12145,0.93,5551,5383,534,1533,1072,3604,5142,3260,44.67,41.85,4.17,12.15,9.06,28.58,42.24,27.21
2982,innovation,n,26039,26.22,0.14,0.01,13210,0.91,5404,4660,202,931,237,4875,2321,7409,43.49,36.23,1.58,7.38,2.00,38.66,19.06,61.85
2983,highlight,v,26029,26.21,0.05,0.02,19231,0.92,3966,4327,218,1201,519,3853,3437,8508,31.92,33.64,1.70,9.52,4.39,30.56,28.23,71.02
2984,nut,n,26017,26.20,0.08,0.02,16415,0.97,3229,2664,6572,2086,2975,5171,2546,774,25.99,20.71,51.31,16.54,25.14,41.01,20.91,6.46
2985,fighter,n,26014,26.20,0.10,0.01,12228,0.96,3514,3059,2971,4202,1986,3880,5022,1380,28.28,23.78,23.20,33.31,16.78,30.77,41.25,11.52
2986,rank,n,26007,26.19,0.05,0.01,17599,0.96,3004,3630,1129,1645,2397,4108,5434,4660,24.18,28.22,8.82,13.04,20.26,32.58,44.64,38.90
2987,electricity,n,26003,26.19,0.05,0.00,12098,0.95,4454,3635,1361,2285,1693,4767,4141,3667,35.85,28.26,10.63,18.12,14.31,37.81,34.01,30.61
2988,instance,n,26001,26.18,0.01,0.00,17162,0.93,3800,5525,327,2901,738,2692,2405,7613,30.58,42.96,2.55,23.00,6.24,21.35,19.75,63.55
2989,fortune,n,25994,26.18,0.26,0.05,18553,0.97,2516,3227,3278,2218,3778,5606,3551,1820,20.25,25.09,25.59,17.58,31.93,44.46,29.17,15.19
2990,freeze,v,25985,26.17,0.13,0.02,17432,0.96,1864,2070,5116,1912,7358,4215,2442,1008,15.00,16.09,39.95,15.16,62.19,33.43,20.06,8.41
2991,variation,n,25982,26.16,0.06,0.01,13748,0.89,2778,4346,365,570,917,3749,1436,11821,22.36,33.79,2.85,4.52,7.75,29.73,11.80,98.68
2992,armed,j,25972,26.15,0.19,0.01,14428,0.95,2537,3389,1635,4324,1541,2612,4309,5625,20.42,26.35,12.77,34.28,13.02,20.72,35.39,46.96
2993,negotiate,v,25963,26.15,0.02,0.00,17226,0.95,2643,2808,1530,5149,1232,3055,4680,4866,21.27,21.83,11.95,40.82,10.41,24.23,38.44,40.62
2994,laughter,n,25929,26.11,0.31,0.15,12405,0.87,1424,1739,2418,9142,7231,1668,1222,1085,11.46,13.52,18.88,72.48,61.11,13.23,10.04,9.06
2995,wisdom,n,25925,26.11,0.07,0.01,17000,0.96,4115,5840,1592,1719,2391,4214,2086,3968,33.12,45.41,12.43,13.63,20.21,33.42,17.13,33.12
2996,correspondent,n,25907,26.09,0.34,0.23,13700,0.78,748,1289,253,18897,299,1596,2206,619,6.02,10.02,1.98,149.81,2.53,12.66,18.12,5.17
2997,mixture,n,25895,26.08,0.01,0.00,11425,0.87,1386,1941,349,678,1468,11745,4981,3347,11.15,15.09,2.72,5.38,12.41,93.15,40.91,27.94
2998,murder,v,25889,26.07,0.03,0.01,15449,0.97,2736,3087,6987,5230,3023,1888,2011,927,22.02,24.00,54.55,41.46,25.55,14.97,16.52,7.74
2999,assistant,n,25884,26.07,0.11,0.02,16340,0.97,1774,2519,3310,1775,3705,3823,5530,3448,14.28,19.59,25.84,14.07,31.31,30.32,45.42,28.78
3000,retain,v,25881,26.06,0.01,0.00,19407,0.94,3111,4328,483,1023,1270,4741,3841,7084,25.04,33.65,3.77,8.11,10.73,37.60,31.55,59.14
3001,tomato,n,25826,26.01,0.10,0.02,9037,0.88,1552,1306,1470,1369,2291,10725,6561,552,12.49,10.15,11.48,10.85,19.36,85.06,53.89,4.61
3002,indian,n,25825,26.01,0.99,0.01,8495,0.92,1646,2274,1529,1173,2693,3494,4896,8120,13.25,17.68,11.94,9.30,22.76,27.71,40.22,67.79
3003,testify,v,25823,26.00,0.02,0.00,13552,0.93,1716,2810,3157,7517,918,2450,5430,1821,13.81,21.85,24.65,59.59,7.76,19.43,44.60,15.20
3004,ingredient,n,25809,25.99,0.08,0.03,13148,0.91,3107,2793,949,1701,759,8984,5919,1597,25.01,21.72,7.41,13.49,6.41,71.25,48.62,13.33
3005,since,r,25781,25.96,0.01,0.00,22609,0.97,3561,3670,2209,2496,2379,4746,4963,1757,28.66,28.54,17.25,19.79,20.11,37.64,40.77,14.67
3006,galaxy,n,25775,25.96,0.27,0.01,6347,0.89,3171,3928,1999,527,1549,11062,874,2665,25.52,30.54,15.61,4.18,13.09,87.73,7.18,22.25
3007,qualify,v,25774,25.96,0.01,0.00,17771,0.96,4221,5085,1347,2451,1058,2935,5204,3473,33.97,39.54,10.52,19.43,8.94,23.28,42.75,28.99
3008,scheme,n,25772,25.95,0.03,0.00,15458,0.95,3897,4446,1184,1419,1421,3904,3202,6299,31.36,34.57,9.24,11.25,12.01,30.96,26.30,52.58
3009,gop,n,25770,25.95,0.99,0.99,10063,0.90,8502,7289,21,2424,7,2595,4752,180,68.42,56.67,0.16,19.22,0.06,20.58,39.03,1.50
3010,shame,n,25764,25.95,0.14,0.01,17587,0.97,4985,4269,4709,2155,4182,1891,1942,1631,40.12,33.19,36.77,17.08,35.34,15.00,15.95,13.62
3011,concentrate,v,25761,25.94,0.04,0.00,20218,0.96,2432,2790,2389,1899,4145,4428,2829,4849,19.57,21.69,18.65,15.06,35.03,35.12,23.24,40.48
3012,contest,n,25761,25.94,0.09,0.01,15473,0.97,4077,3546,2724,2806,1708,3125,5254,2521,32.81,27.57,21.27,22.25,14.44,24.78,43.16,21.05
3013,introduction,n,25722,25.90,0.28,0.05,18496,0.90,2491,4296,612,954,1344,2816,1864,11345,20.05,33.40,4.78,7.56,11.36,22.33,15.31,94.71
3014,boundary,n,25694,25.87,0.05,0.00,14247,0.91,2837,3737,916,1127,1308,3504,2225,10040,22.83,29.06,7.15,8.93,11.05,27.79,18.28,83.81
3015,tube,n,25647,25.83,0.05,0.01,12810,0.94,1996,2365,2883,1646,4613,7134,2056,2954,16.06,18.39,22.51,13.05,38.99,56.58,16.89,24.66
3016,versus,i,25646,25.83,0.05,0.01,16197,0.93,3764,3283,1319,3431,665,2754,1493,8937,30.29,25.53,10.30,27.20,5.62,21.84,12.26,74.61
3017,chef,n,25646,25.83,0.29,0.02,9098,0.90,2006,1885,4407,3364,1500,4294,7987,203,16.14,14.66,34.41,26.67,12.68,34.05,65.61,1.69
3018,regularly,r,25635,25.82,0.01,0.00,21112,0.95,4217,4106,465,1370,1412,5500,4236,4329,33.94,31.93,3.63,10.86,11.93,43.62,34.79,36.14
3019,ugly,j,25632,25.81,0.07,0.01,18087,0.97,3828,2935,5495,2486,5455,2408,2293,732,30.81,22.82,42.90,19.71,46.10,19.10,18.83,6.11
3020,screw,v,25632,25.81,0.12,0.01,16705,0.95,4329,3228,10081,1298,3562,2132,784,221,34.84,25.10,78.71,10.29,30.10,16.91,6.44,1.84
3021,load,n,25620,25.80,0.04,0.01,15052,0.95,3906,3414,2652,992,2457,5085,2049,5065,31.44,26.54,20.71,7.86,20.77,40.33,16.83,42.28
3022,tongue,n,25612,25.79,0.03,0.01,15816,0.92,1647,2769,3663,1023,10578,2665,1304,1963,13.26,21.53,28.60,8.11,89.40,21.14,10.71,16.39
3023,palestinian,j,25603,25.78,1.00,0.01,5274,0.89,3445,3837,208,5888,142,1582,5083,5418,27.73,29.83,1.62,46.68,1.20,12.55,41.75,45.23
3024,fiscal,j,25598,25.78,0.07,0.00,12243,0.93,6009,6165,133,2382,124,2351,5244,3190,48.36,47.93,1.04,18.88,1.05,18.65,43.07,26.63
3025,creek,n,25595,25.77,0.73,0.02,10446,0.91,1208,1333,1101,760,3927,5506,9522,2238,9.72,10.36,8.60,6.03,33.19,43.67,78.21,18.68
3026,hip,n,25581,25.76,0.07,0.01,14986,0.94,1932,2211,2331,1351,7424,5810,2529,1993,15.55,17.19,18.20,10.71,62.74,46.08,20.77,16.64
3027,accompany,v,25567,25.75,0.03,0.00,20175,0.95,1964,3464,799,1147,3693,4349,3762,6389,15.81,26.93,6.24,9.09,31.21,34.49,30.90,53.33
3028,decline,n,25563,25.74,0.03,0.00,15342,0.94,3977,3764,240,1671,500,4229,4100,7082,32.01,29.27,1.87,13.25,4.23,33.54,33.68,59.12
3029,terrorism,n,25562,25.74,0.09,0.01,10915,0.89,2662,3502,581,7976,261,2516,4003,4061,21.42,27.23,4.54,63.23,2.21,19.95,32.88,33.90
3030,respondent,n,25555,25.73,0.11,0.01,5712,0.81,1324,2302,45,378,30,1519,1226,18731,10.66,17.90,0.35,3.00,0.25,12.05,10.07,156.36
3031,narrator,n,25554,25.73,0.62,0.20,3937,0.82,443,2147,5522,430,11174,530,478,4830,3.57,16.69,43.12,3.41,94.44,4.20,3.93,40.32
3032,voting,n,25547,25.73,0.09,0.00,11496,0.92,8070,5964,379,3392,185,2081,3885,1591,64.95,46.37,2.96,26.89,1.56,16.50,31.91,13.28
3033,refugee,n,25533,25.71,0.09,0.01,8537,0.90,1262,2803,780,4937,1272,3039,5474,5966,10.16,21.79,6.09,39.14,10.75,24.10,44.96,49.80
3034,assembly,n,25533,25.71,0.45,0.01,12713,0.94,2108,5676,740,1659,1239,3544,4676,5891,16.97,44.13,5.78,13.15,10.47,28.11,38.41,49.18
3035,fraud,n,25518,25.70,0.06,0.01,11737,0.94,5643,4966,1667,3367,700,2485,4842,1848,45.42,38.61,13.02,26.69,5.92,19.71,39.77,15.43
3036,limitation,n,25511,25.69,0.08,0.01,14905,0.88,2439,4226,448,1249,520,2407,1457,12765,19.63,32.86,3.50,9.90,4.39,19.09,11.97,106.56
3037,house,v,25510,25.69,0.11,0.01,18486,0.96,2980,3111,848,2292,1941,4344,6252,3742,23.98,24.19,6.62,18.17,16.40,34.45,51.35,31.24
3038,partnership,n,25493,25.67,0.14,0.00,14513,0.93,2915,3872,798,1760,484,3877,4846,6941,23.46,30.11,6.23,13.95,4.09,30.75,39.81,57.94
3039,store,v,25475,25.65,0.04,0.00,16426,0.95,3567,4897,1135,1196,2064,6306,2743,3567,28.71,38.08,8.86,9.48,17.44,50.01,22.53,29.78
3040,crash,n,25472,25.65,0.06,0.02,14051,0.96,2649,3186,2662,4074,2668,4046,5174,1013,21.32,24.77,20.78,32.30,22.55,32.09,42.50,8.46
3041,surprise,v,25449,25.63,0.05,0.01,20672,0.97,3425,2750,3887,4627,5015,2595,2390,760,27.56,21.38,30.35,36.68,42.38,20.58,19.63,6.34
3042,representation,n,25448,25.63,0.04,0.00,11687,0.87,2451,4062,364,1035,502,1665,1343,14026,19.73,31.58,2.84,8.21,4.24,13.20,11.03,117.09
3043,hold,n,25448,25.63,0.06,0.01,19411,0.97,2474,2993,3761,2805,5948,3152,2733,1582,19.91,23.27,29.37,22.24,50.27,25.00,22.45,13.21
3044,ministry,n,25434,25.61,0.46,0.00,11541,0.94,2909,3836,550,2291,756,4865,4866,5361,23.41,29.83,4.29,18.16,6.39,38.58,39.97,44.75
3045,flat,j,25427,25.61,0.05,0.01,18091,0.95,2876,2867,1226,1872,5982,5924,2876,1804,23.15,22.29,9.57,14.84,50.56,46.98,23.62,15.06
3046,wise,j,25418,25.60,0.07,0.01,18722,0.97,4432,4971,3170,2071,3658,3089,2018,2009,35.67,38.65,24.75,16.42,30.92,24.50,16.58,16.77
3047,witness,v,25418,25.60,0.06,0.01,19888,0.98,3534,3753,2178,2764,2775,3682,2932,3800,28.44,29.18,17.01,21.91,23.45,29.20,24.08,31.72
3048,excuse,n,25386,25.56,0.02,0.01,18746,0.97,5727,4468,3952,2495,3487,2266,2056,935,46.09,34.74,30.86,19.78,29.47,17.97,16.89,7.81
3049,register,v,25367,25.55,0.06,0.00,16911,0.96,4342,4609,1661,1927,2591,2814,4310,3113,34.94,35.84,12.97,15.28,21.90,22.32,35.40,25.99
3050,comedy,n,25303,25.48,0.15,0.02,11723,0.94,2577,3727,1812,4476,771,4378,6633,929,20.74,28.98,14.15,35.49,6.52,34.72,54.48,7.76
3051,purchase,n,25302,25.48,0.04,0.00,16079,0.95,4697,4733,619,1076,1243,4461,5242,3231,37.80,36.80,4.83,8.53,10.51,35.38,43.06,26.97
3052,tap,v,25295,25.47,0.07,0.01,18158,0.95,2146,2833,2054,1709,7419,4179,3179,1776,17.27,22.03,16.04,13.55,62.70,33.14,26.11,14.83
3053,infrastructure,n,25291,25.47,0.05,0.00,13833,0.94,5719,4418,252,3161,248,3171,3590,4732,46.03,34.35,1.97,25.06,2.10,25.15,29.49,39.50
3054,organic,j,25288,25.47,0.13,0.01,10547,0.91,4022,3414,1004,796,970,8020,2534,4528,32.37,26.54,7.84,6.31,8.20,63.60,20.81,37.80
3055,islam,n,25282,25.46,0.97,0.01,6391,0.91,6763,4894,385,2584,235,2581,2619,5221,54.43,38.05,3.01,20.49,1.99,20.47,21.51,43.58
3056,diverse,j,25277,25.45,0.02,0.00,16782,0.91,2853,3164,189,1347,288,3471,3205,10760,22.96,24.60,1.48,10.68,2.43,27.53,26.33,89.82
3057,favor,v,25274,25.45,0.00,0.00,18646,0.95,3243,3294,630,2296,1448,4256,4821,5286,26.10,25.61,4.92,18.20,12.24,33.75,39.60,44.13
3058,intellectual,j,25268,25.45,0.06,0.00,13434,0.91,3631,4332,439,1150,805,3195,1716,10000,29.22,33.68,3.43,9.12,6.80,25.34,14.10,83.48
3059,tight,j,25214,25.39,0.03,0.01,19969,0.96,2662,2427,2498,1918,5568,4531,4261,1349,21.42,18.87,19.50,15.21,47.06,35.93,35.00,11.26
3060,port,n,25211,25.39,0.12,0.01,11718,0.95,2464,3047,1682,2214,2940,5132,4356,3376,19.83,23.69,13.13,17.55,24.85,40.70,35.78,28.18
3061,fate,n,25194,25.37,0.08,0.01,18377,0.98,2497,3185,3682,2093,4177,3462,2902,3196,20.10,24.76,28.75,16.59,35.30,27.46,23.84,26.68
3062,market,v,25191,25.37,0.14,0.01,16915,0.95,4560,3339,533,1791,655,4874,5521,3918,36.70,25.96,4.16,14.20,5.54,38.65,45.35,32.71
3063,absolute,j,25184,25.36,0.06,0.01,17438,0.95,4489,4993,1474,2665,1930,2541,1524,5568,36.13,38.82,11.51,21.13,16.31,20.15,12.52,46.48
3064,dialogue,n,25173,25.35,0.08,0.01,13772,0.93,3375,3670,511,2766,969,2958,2807,8117,27.16,28.54,3.99,21.93,8.19,23.46,23.06,67.76
3065,plus,n,25166,25.34,0.74,0.01,19581,0.95,3828,3188,3216,5780,1352,4559,2487,756,30.81,24.79,25.11,45.82,11.43,36.16,20.43,6.31
3066,frequency,n,25158,25.33,0.06,0.00,10847,0.88,2221,3476,1436,560,947,2637,836,13045,17.87,27.03,11.21,4.44,8.00,20.91,6.87,108.90
3067,tribe,n,25147,25.32,0.14,0.01,8480,0.94,2310,3407,3626,1485,2013,2832,3236,6238,18.59,26.49,28.31,11.77,17.01,22.46,26.58,52.07
3068,external,j,25146,25.32,0.06,0.01,12766,0.88,3156,4279,418,581,730,2646,908,12428,25.40,33.27,3.26,4.61,6.17,20.98,7.46,103.75
3069,appointment,n,25144,25.32,0.03,0.00,15425,0.98,2528,3748,3853,2228,2919,3073,3927,2868,20.35,29.14,30.08,17.66,24.67,24.37,32.26,23.94
3070,convert,v,25123,25.30,0.03,0.00,17027,0.95,4101,4421,879,1132,1560,4674,3542,4814,33.01,34.37,6.86,8.97,13.18,37.07,29.09,40.19
3071,surprising,j,25114,25.29,0.02,0.00,21289,0.96,3391,3444,867,3274,1799,4757,2886,4696,27.29,26.78,6.77,25.96,15.20,37.73,23.71,39.20
3072,mobile,j,25095,25.27,0.07,0.00,12480,0.92,7061,6108,588,1138,772,4143,2941,2344,56.83,47.49,4.59,9.02,6.52,32.86,24.16,19.57
3073,establishment,n,25090,25.27,0.07,0.00,14823,0.93,3232,4155,656,2911,889,2997,2828,7422,26.01,32.31,5.12,23.08,7.51,23.77,23.23,61.96
3074,worried,j,25086,25.26,0.04,0.01,19683,0.97,2417,2082,6636,4268,4684,2065,2347,587,19.45,16.19,51.81,33.84,39.59,16.38,19.28,4.90
3075,bye,u,25081,25.26,0.85,0.03,10781,0.88,487,384,21484,1453,795,173,252,53,3.92,2.99,167.75,11.52,6.72,1.37,2.07,0.44
3076,shopping,n,25052,25.23,0.10,0.02,16577,0.96,3460,2666,1935,2734,2787,4686,5770,1014,27.85,20.73,15.11,21.68,23.55,37.16,47.40,8.46
3077,celebrity,n,24989,25.16,0.11,0.02,14914,0.95,2835,2538,1947,5713,1335,5056,4295,1270,22.82,19.73,15.20,45.29,11.28,40.10,35.28,10.60
3078,congressman,n,24982,25.16,0.64,0.01,10485,0.86,1916,2085,1334,14333,468,2005,2167,674,15.42,16.21,10.42,113.63,3.96,15.90,17.80,5.63
3079,impress,v,24977,25.15,0.03,0.01,20022,0.98,3612,3273,3762,1985,4048,3599,3163,1535,29.07,25.45,29.37,15.74,34.21,28.54,25.98,12.81
3080,taxpayer,n,24954,25.13,0.07,0.00,12320,0.91,4563,5135,346,4685,180,2568,6060,1417,36.72,39.93,2.70,37.14,1.52,20.37,49.78,11.83
3081,adapt,v,24934,25.11,0.09,0.01,17745,0.94,3203,3566,833,1064,1033,4579,3169,7487,25.78,27.73,6.50,8.44,8.73,36.32,26.03,62.50
3082,publicly,r,24932,25.11,0.02,0.00,19052,0.95,3820,3719,519,4432,491,3469,5255,3227,30.74,28.92,4.05,35.14,4.15,27.51,43.17,26.94
3083,pride,n,24923,25.10,0.09,0.01,18199,0.98,2979,3357,2631,1970,4200,3323,3762,2701,23.98,26.10,20.54,15.62,35.50,26.35,30.90,22.55
3084,clothing,n,24923,25.10,0.04,0.01,16445,0.97,3255,2998,1334,2106,4191,4665,3731,2643,26.20,23.31,10.42,16.70,35.42,37.00,30.65,22.06
3085,rapidly,r,24922,25.10,0.01,0.00,18981,0.95,2849,3592,536,1621,2692,5129,2788,5715,22.93,27.93,4.19,12.85,22.75,40.68,22.90,47.71
3086,domain,n,24914,25.09,0.06,0.00,9383,0.89,3851,6036,341,532,607,1582,1078,10887,30.99,46.93,2.66,4.22,5.13,12.55,8.85,90.88
3087,mainly,r,24910,25.09,0.04,0.00,19184,0.95,4003,3920,616,2065,1389,3584,3155,6178,32.22,30.48,4.81,16.37,11.74,28.42,25.92,51.57
3088,ceiling,n,24902,25.08,0.02,0.01,15249,0.92,1942,2143,1382,2439,8664,3659,3260,1413,15.63,16.66,10.79,19.34,73.22,29.02,26.78,11.80
3089,alter,v,24900,25.07,0.05,0.01,17986,0.95,2988,4109,1385,1305,1790,4159,2494,6670,24.05,31.95,10.81,10.35,15.13,32.98,20.49,55.68
3090,shelter,n,24892,25.07,0.06,0.01,12360,0.97,3074,2988,2246,3045,3251,3631,4718,1939,24.74,23.23,17.54,24.14,27.48,28.80,38.75,16.19
3091,random,j,24886,25.06,0.14,0.01,15789,0.95,4838,4755,1904,1222,2093,2583,1955,5536,38.94,36.97,14.87,9.69,17.69,20.49,16.06,46.21
